,Name,Sector,Name_of_post,Place of posting,Actual Post,Category,Open_for_UG,Open_for_PG,CTC_PG,CGPA_Requirement,Total_vacancies,PPO or not ,Applied Mathematics,Computer Science,electronic,electrical ,Mechanical,Chemical,Architecture and planning,Process,Biotechnology,Chemistry,Civil ,Geological,Geophysical ,Metallurgical,Physics,Polymer Science,Production and Industrial ,Pulp & Paper,Unnamed: 28,number_of_people,CTC_UG,CTC Remark,CGPA Requirement
304,STATE BANK OF INDIA (SBI),Finance,Probationary Officer(P.O),,Finance,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']","['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Applied Geology', 'Applied Mathematics', 'Architecture and Planning', 'Biotechnology', 'Building Technology', 'CAD,CAM & Robotics', 'Chemistry', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydroelectric System Engineering and Management', 'Hydrology', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.sc Industrial Mathematics and Informatics', 'M.Sc. Economics', 'M.Sc. Mathematics', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Management and Business Administration', 'Master of Computer Application', 'Master of Urban and Rural Planning', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Physics', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",-,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,,-,,
305,Oliver Wyman India (PPO),,,,Analyst,A,['Pulp & Paper Technology'],,-,-,-,PPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12.5 Lacs INR,,
306,Novocura (Mfine),Consultancy,Business Analyst,,Analyst,B,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",,6.3 Lacs INR,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,2,6.3 Lacs INR,,
307,RELAXO FOOTWEARS LIMITED,Core Engineering,Management Trainees,,Core,B,"['B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'Polymer Science and Technology', 'Polymer Science and Technology']","['CAD,CAM & Robotics', 'Chemistry', 'Computer Aided Process Plant Design', 'Electric Drives and Power Electronics', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Instrumentation and Signal Processing', 'Machine Design Engineering', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'System and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Welding Engineering']",6.6 Lacs INR,-,-,placement,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5,2,-,,
308,MITAOE,Academics,Professor/Associate Professor/Asst Professor.,,Academics,U,['Polymer Science and Technology'],"['CAD,CAM & Robotics', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Geomatics Engineering', 'Geotechnical Engineering', 'Hydraulics Engineering', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Instrumentation and Signal Processing', 'Machine Design Engineering', 'Materials Engineering', 'Micro Electronic and VLSI', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Welding Engineering']",60.0 Thousands INR,-,-,placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,-,,
309,Quifers Tecnology - Business Development Manager,IT,Business Development Manager,Mumbai,Finance,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",,-,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,3,10.0 Lacs INR,,
310,Quifers Technology - Javascript Web Developer / Android Developer,IT,Javascript Web Developer / Android Developer,Mumbai,Software,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",['Computer Science & Engineering'],-,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,10.0 Lacs INR,,
311,Vishveshwarya Group of Institutions,Academics,Assistant Professor,,Academics,U,,"['CAD,CAM & Robotics', 'Communication Systems', 'Computer Science & Engineering', 'Electric Drives and Power Electronics', 'Hydraulics Engineering', 'Machine Design Engineering', 'Management and Business Administration', 'Micro Electronic and VLSI', 'Structural Dynamics', 'Structural Engineering', 'System and Control', 'Thermal Engineering']",0.0 Lacs INR,-,-,placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-,,
312,Centre for Social Responsibility and Leadership,Academics,Academic Officer,,Academics,C,"['Architecture and Planning', 'Biotechnology', 'Chemical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",,-,-,-,placement,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,13,4,3.9 Lacs INR,,
313,KIIT UNIVERSITY,Academics,Assistant Professor,,Academics,U,,"['Alternate Hydro Energy Systems', 'Building Technology', 'CAD,CAM & Robotics', 'Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geomatics Engineering', 'Geotechnical Engineering', 'Hydraulics Engineering', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Machine Design Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Welding Engineering']",0.0 Thousands INR,-,-,placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-,,
314,JK Technosoft (B Category),IT,-,,Software,B,"['Chemical Engineering', 'Mechanical Engineering', 'Production and Industrial Engineering']",,-,-,-,placement,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,5.0 Lacs INR,,
315,Amity University Madhya Pradesh,Academics,-,,Academics,U,,"['Architecture and Planning', 'Building Technology', 'Disaster Mitigation and Management', 'Environmental Engineering', 'Geomatics Engineering', 'Geotechnical Engineering', 'Hydraulics Engineering', 'Master of Urban and Rural Planning', 'Soil Dynamics', 'Structural Dynamics', 'Structural Engineering', 'Transportation Engineering']",0.0 Thousands INR,-,-,placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-,,
316,Interview Bit,Consultancy,Buisness Operations,,Finance,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']","['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Applied Geology', 'Applied Mathematics', 'Architecture and Planning', 'Biotechnology', 'Building Technology', 'CAD,CAM & Robotics', 'Chemistry', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydroelectric System Engineering and Management', 'Hydrology', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.sc Industrial Mathematics and Informatics', 'M.Sc. Economics', 'M.Sc. Mathematics', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Management and Business Administration', 'Master of Computer Application', 'Master of Urban and Rural Planning', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Physics', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",7.0 Lacs INR,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,2,7.0 Lacs INR,,
317,"MM University, Mullana",Academics,Assistant Professor,,Academics,U,"['Architecture and Planning', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures']","['Alternate Hydro Energy Systems', 'Architecture and Planning', 'Building Technology', 'CAD,CAM & Robotics', 'Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geomatics Engineering', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydrology', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'Machine Design Engineering', 'Management and Business Administration', 'Master of Urban and Rural Planning', 'Micro Electronic and VLSI', 'Nanotechnology', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",3.6 Lacs INR,-,-,placement,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,8,3.0 Lacs INR,,
318,Tejas Networks (Hardware),Core Engineering,Engineer,,Core,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Electric Drives and Power Electronics', 'Information Technology', 'Instrumentation and Signal Processing', 'Micro Electronic and VLSI', 'Power System Engineering', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology', 'Solid State Electronic Materials', 'System and Control']",8.3 Lacs INR,-,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,8.0 Lacs INR,,
319,Tejas Networks (Software),IT,Engineer,,Software,A,"['B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Information Technology', 'Micro Electronic and VLSI', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology']",8.3 Lacs INR,-,-,placement,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,8.0 Lacs INR,,
320,Slabs Engineering Pvt. Ltd.,Core Engineering,Graduate Structureal Engineer,,Core,B,"['Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures']","['Seismic Vulnerability & Risk Assessment', 'Structural Dynamics', 'Structural Engineering']",4.8 Lacs INR,-,-,placement,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,4.8 Lacs INR,,
321,Secure Meters Limited,Core Engineering,PGET (Post Graduate Engineer Trainee),,Core,B,['B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)'],"['CAD,CAM & Robotics', 'Machine Design Engineering', 'RF and Microwave Engineering']",6.0 Lacs INR,-,-,placement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,-,,
322,Mu Sigma Business Solutions Pvt. Ltd,Consultancy,-,,Analyst,A,"['Applied Mathematics', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Chemistry', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Geological Technology', 'Geophysical Technology', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology']","['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Building Technology', 'CAD,CAM & Robotics', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",12.0 Lacs INR,-,-,placement,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,13,,-,,
