,degree,branch,placed,company
0,B.Arch.,Architecture and Planning,1,Treebo BA
1,B.Arch.,Architecture and Planning,7,Dar Al-Handasah Consultants (Shairs & Partners) India Pvt. Ltd. - Architect
2,B.Arch.,Architecture and Planning,2,EXL Service Pvt. Ltd.
3,B.Arch.,Architecture and Planning,2,Shapoorji Pallonji
4,B.Arch.,Architecture and Planning,1,Droom: Analyst QA
