,degree,branch,placed,company
0,IDD,Metallurgy Dual,1,Advanced Technology Consulting Service(ATCS)
1,IDD,Metallurgy Dual,1,ISGEC Heavy Engineering Ltd.
2,IDD,Metallurgy Dual,2,PwC Pvt. Ltd.
3,IDD,Metallurgy Dual,2,TATA Steel Ltd. (PPO)
4,IDD,Metallurgy Dual,1,Zemoso Technologies Pvt. Ltd.
5,IDD,Metallurgy Dual,1,Virtusa Consulting Services
