,degree,branch,placed,company
0,M.Tech.,Power System Engineering,1,Tata Motors Ltd.
1,M.Tech.,Power System Engineering,2,L&T Construction
2,M.Tech.,Power System Engineering,1,ANEL Emirates General Contracting LLC
