,degree,branch,placed,company
0,MURP,Master of Urban and Rural Planning,1,Dehradun Institue of Technology
1,MURP,Master of Urban and Rural Planning,1,Dar Al-Handasah Consultants (Shairs & Partners) India Pvt. Ltd. - Architect
2,MURP,Master of Urban and Rural Planning,2,Amity University Madhya Pradesh
