,degree,branch,placed,company
0,PHD,Mechanical and Industrial Engineering,1,"Thapar University, Patiala"
1,PHD,Mechanical and Industrial Engineering,3,KIIT UNIVERSITY
2,PHD,Mechanical and Industrial Engineering,1,"MM University, Mullana"
