,degree,branch,placed,company
0,M.Tech.,Communication Systems,1,Larsen & Toubro Ltd.
1,M.Tech.,Communication Systems,1,EATON
2,M.Tech.,Communication Systems,1,Reliance Jio
3,M.Tech.,Communication Systems,1,Vishveshwarya Group of Institutions
