,degree,branch,placed,company
0,PHD,Electrical Engineering Department,1,Galgotias University
1,PHD,Electrical Engineering Department,2,KIIT UNIVERSITY
2,PHD,Electrical Engineering Department,1,"Thapar University, Patiala"
