,degree,branch,placed,company
0,M.Tech.,Solid State Electronic Materials,1,Applied Materials
1,M.Tech.,Solid State Electronic Materials,1,"MM University, Mullana"
2,M.Tech.,Solid State Electronic Materials,2,Vishveshwarya Group of Institutions
3,M.Tech.,Solid State Electronic Materials,2,Galgotias University
