,degree,branch,placed,company
0,IDD,B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology),1,Nagarro Software
1,IDD,B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology),1,Microsoft
