,degree,branch,placed,company
0,M.Tech.,Machine Design Engineering,1,Mahindra & Mahindra Ltd
1,M.Tech.,Machine Design Engineering,1,JohnDeere India Pvt ltd
2,M.Tech.,Machine Design Engineering,1,Hero Motocorp Ltd (PG)
3,M.Tech.,Machine Design Engineering,2,EATON
